crop,region,season,crop_variety,growth_stage,application_time,soil_type,soil_ph,organic_matter,fertility_index,soil_moisture,drainage,rainfall_mm,temperature,humidity,sunshine_hours,nitrogen,phosphorus,potassium,fertilizer_type,application_method,planting_density,irrigation,previous_crop,pest_pressure,disease_risk,farmer_experience_years,farm_size_hectares,fertilizer_cost,yield_ton_per_ha,revenue,labour_cost,transport_cost,total_cost,profit,environmental_score,sustainability
Pepper,Bono East,Major,Bird Eye,Fruiting,Morning,Loam,7.09,3.45,62,53,Moderate,1186,26.4,86,6.7,159,57,91,NPK 15-15-15,Band Placement,22514,Drip,Groundnut,Medium,High,3,4.97,1842,8.13,28455.0,1004,283,3129,25326.0,88.5,Good
Plantain,Bono,Major,Oniaba,Flowering,Afternoon,Clay,6.61,2.9,50,23,Low,1104,23.8,60,6.4,238,113,263,NPK 15-15-15,Side Dressing,23545,Drip,Plantain,High,High,7,5.79,3684,12.0,15600.0,988,299,4971,10629.0,85.76,Good
Pepper,Central,Minor,Bird Eye,Vegetative,Morning,Clay,6.23,2.25,96,42,Low,1466,29.9,93,9.0,168,55,89,NPK 23-10-10,Broadcast,18243,None,Groundnut,High,Medium,8,2.55,1872,14.3,50050.0,776,474,3122,46928.0,86.08,Good
Groundnut,Volta,Minor,Nkate SARI,Fruiting,Evening,Sandy,5.22,1.16,75,51,High,1452,29.0,71,6.1,60,38,68,NPK 15-15-15,Side Dressing,28921,None,Yam,Medium,Medium,13,14.53,996,2.4,10080.0,813,595,2404,7676.0,73.62,Fair
Soybean,Ahafo,Major,Jenguma,Planting,Morning,Clay Loam,6.12,3.94,58,42,Moderate,1342,25.1,94,7.4,65,95,35,NPK 23-10-10,Band Placement,29251,Drip,Pepper,Medium,Low,14,14.52,1170,2.21,11050.0,1059,280,2509,8541.0,83.7,Good
Maize,Upper West,Major,Omankwa,Fruiting,Morning,Sandy Loam,5.81,3.97,66,25,Moderate,923,29.1,79,10.0,117,77,26,Urea,Broadcast,31519,Drip,Tomato,High,High,23,3.4,1320,3.5,11200.0,1182,270,2772,8428.0,93.2,Excellent
Pepper,Bono,Minor,Legon 18,Planting,Evening,Loam,6.73,4.39,62,64,Moderate,1337,31.4,61,9.2,120,55,130,NPK 23-10-10,Side Dressing,28680,Sprinkler,Onion,Medium,High,9,1.21,1830,8.75,30625.0,662,559,3051,27574.0,91.3,Excellent
Yam,Eastern,Major,Pona,Harvest,Evening,Clay,6.95,3.35,64,74,Low,1528,28.3,82,7.0,68,56,100,NPK 23-10-10,Broadcast,24394,Drip,Rice,High,High,4,1.23,1344,10.65,23430.0,1019,436,2799,20631.0,89.76,Good
Maize,Savannah,Major,Obatanpa,Planting,Afternoon,Clay,6.1,3.01,75,50,Low,1126,34.1,89,7.3,157,65,33,Urea,Broadcast,31329,None,Cocoa,High,Low,27,13.13,1530,3.5,11200.0,1020,345,2895,8305.0,90.98,Excellent
Cowpea,Western North,Major,Songotra,Vegetative,Afternoon,Sandy Loam,6.99,3.08,71,85,Moderate,1682,21.8,49,5.7,28,54,43,Ammonium Sulphate,Band Placement,30983,Flood,Tomato,Medium,High,19,10.18,750,1.57,7536.0,451,225,1426,6110.0,97.98,Excellent
Pepper,Bono,Minor,Cayenne,Vegetative,Afternoon,Sandy,5.37,1.4,58,40,High,1378,32.0,51,6.4,92,90,118,Ammonium Sulphate,Broadcast,31096,None,Cowpea,Medium,Medium,1,4.96,1800,8.0,28000.0,509,265,2574,25426.0,75.32,Good
Cassava,Central,Major,Afisiafi,Fruiting,Morning,Clay,6.26,3.36,54,32,Low,1530,29.0,58,8.9,86,57,102,NPK 15-15-15,Side Dressing,25845,Drip,Tomato,High,Medium,3,11.26,1470,11.56,10404.0,807,396,2673,7731.0,91.58,Excellent
Plantain,Ashanti,Major,Apantu,Planting,Morning,Loam,6.46,4.41,87,66,Moderate,1364,29.5,76,7.3,174,73,245,NPK 15-15-15,Broadcast,24257,None,Groundnut,Medium,Medium,18,9.02,2952,15.12,19656.0,1130,275,4357,15299.0,90.68,Excellent
Onion,Central,Major,Red Creole,Vegetative,Evening,Sandy Loam,6.89,2.25,77,42,Moderate,1443,30.3,87,5.1,77,41,109,Ammonium Sulphate,Broadcast,23859,None,Pepper,Low,Low,6,14.76,1362,15.2,42560.0,800,491,2653,39907.0,86.46,Good
Plantain,Bono,Minor,Apem,Planting,Morning,Loam,6.38,3.43,56,61,Moderate,1302,28.7,92,7.6,235,82,247,Ammonium Sulphate,Broadcast,23873,Sprinkler,Tomato,Low,Medium,27,5.1,3384,12.0,15600.0,644,432,4460,11140.0,91.4,Excellent
Cowpea,Upper East,Major,Songotra,Vegetative,Afternoon,Sandy Loam,6.26,2.85,55,53,Moderate,774,32.7,45,8.5,0,30,62,NPK 23-10-10,Broadcast,31613,None,Maize,Low,Low,13,2.24,552,1.2,5760.0,1108,230,1890,3870.0,87.84,Good
Groundnut,Upper East,Major,Nkate SARI,Flowering,Afternoon,Sandy Loam,6.09,3.63,48,52,Moderate,756,28.5,62,6.8,1,56,53,NPK 15-15-15,Band Placement,27728,Flood,Cocoa,Medium,Low,2,4.86,660,1.5,6300.0,557,279,1496,4804.0,94.26,Excellent
Rice,Oti,Minor,AGRA Rice,Harvest,Afternoon,Clay Loam,6.73,4.23,67,39,Moderate,1537,27.9,64,6.1,117,48,40,NPK 15-15-15,Band Placement,26757,Sprinkler,Maize,Medium,Low,30,1.0,1230,3.27,14715.0,1152,524,2906,11809.0,94.7,Excellent
Cocoa,Western North,Minor,Amazon,Fruiting,Afternoon,Sandy,6.16,1.11,63,33,High,2172,28.9,86,6.9,71,24,111,Ammonium Sulphate,Side Dressing,19093,Drip,Maize,Medium,High,15,3.31,1236,0.68,12240.0,861,182,2279,9961.0,82.34,Good
Cowpea,Eastern,Major,Songotra,Vegetative,Afternoon,Clay,6.08,3.09,83,72,Low,1434,30.0,71,6.1,0,61,28,NPK 15-15-15,Side Dressing,30884,Flood,Plantain,High,Medium,27,3.9,534,1.27,6096.0,675,414,1623,4473.0,92.02,Excellent
Cowpea,Western North,Major,Asontem,Flowering,Afternoon,Sandy Loam,6.37,2.88,93,56,Moderate,1846,24.1,91,10.0,0,49,26,NPK 23-10-10,Broadcast,30136,None,Pepper,Medium,Medium,1,2.74,450,1.2,5760.0,429,570,1449,4311.0,83.66,Good
Groundnut,Upper East,Major,Nkate SARI,Fruiting,Afternoon,Loam,6.98,4.56,65,31,Moderate,708,37.6,63,5.1,11,59,28,NPK 15-15-15,Broadcast,21208,Sprinkler,Onion,Medium,Low,28,14.01,588,1.5,6300.0,1182,337,2107,4193.0,93.3,Excellent
Yam,Upper West,Minor,Lariboko,Planting,Evening,Sandy,5.65,2.14,63,34,High,1060,29.7,85,6.4,127,84,101,Ammonium Sulphate,Band Placement,23608,Flood,Yam,High,High,2,4.55,1872,10.0,22000.0,880,276,3028,18972.0,86.44,Good
Soybean,Western North,Minor,Jenguma,Fruiting,Morning,Sandy,5.8,2.09,92,45,High,1907,21.9,81,6.5,31,48,62,NPK 23-10-10,Broadcast,31215,Sprinkler,Yam,Low,High,12,13.17,846,2.4,12000.0,722,345,1913,10087.0,86.62,Good
Rice,Bono,Major,Jasmine,Harvest,Afternoon,Clay Loam,6.47,5.46,68,27,Moderate,1345,31.9,91,9.6,106,61,29,Urea,Side Dressing,25744,None,Maize,Medium,High,3,2.46,1176,2.61,11745.0,1148,384,2708,9037.0,92.72,Excellent
Pepper,Greater Accra,Minor,Cayenne,Flowering,Evening,Sandy,5.61,1.71,97,29,High,723,29.0,86,9.5,152,46,134,NPK 15-15-15,Broadcast,27079,Drip,Soybean,Low,Low,17,13.89,1992,8.0,28000.0,1147,466,3605,24395.0,86.44,Good
Yam,Greater Accra,Minor,Pona,Planting,Morning,Clay Loam,6.86,5.25,49,25,Moderate,817,29.0,94,7.9,105,85,116,NPK 23-10-10,Side Dressing,28781,None,Cassava,Low,High,28,14.24,1836,10.0,22000.0,489,497,2822,19178.0,92.88,Excellent
Cocoa,Western,Major,Amazon,Vegetative,Afternoon,Sandy Loam,6.43,3.01,87,26,Moderate,1776,27.2,84,6.7,117,29,123,NPK 23-10-10,Broadcast,21718,Sprinkler,Plantain,Low,Low,29,6.71,1614,1.19,21420.0,419,194,2227,19193.0,91.08,Excellent
Tomato,Savannah,Minor,Roma,Vegetative,Morning,Sandy Loam,6.76,2.49,46,21,Moderate,1173,35.5,88,5.4,170,95,106,NPK 23-10-10,Broadcast,23790,Drip,Groundnut,Low,High,11,3.29,2226,15.0,37500.0,498,322,3046,34454.0,90.58,Excellent
Cassava,Oti,Minor,Ampong,Planting,Afternoon,Clay,6.09,2.3,51,21,Low,1596,26.9,49,6.6,81,32,85,NPK 23-10-10,Side Dressing,18183,None,Cassava,Low,Medium,7,7.34,1188,10.0,9000.0,572,575,2335,6665.0,95.72,Excellent
Cowpea,North East,Minor,Songotra,Planting,Afternoon,Loam,6.9,3.11,69,50,Moderate,1075,37.1,72,5.9,54,80,66,Urea,Broadcast,27537,None,Cowpea,Low,Medium,2,13.73,1200,1.22,5856.0,1091,483,2774,3082.0,84.6,Good
Cowpea,Upper East,Minor,Asontem,Fruiting,Afternoon,Clay Loam,6.77,4.28,47,32,Moderate,729,32.2,61,6.3,36,74,67,Urea,Broadcast,24674,Drip,Tomato,High,Medium,15,13.29,1062,1.2,5760.0,464,579,2105,3655.0,88.98,Good
Maize,Bono East,Major,Abontem,Vegetative,Morning,Loam,6.68,3.66,94,64,Moderate,1162,31.6,74,5.8,86,66,16,Ammonium Sulphate,Band Placement,27889,Flood,Cowpea,Medium,Low,11,13.83,1008,3.5,11200.0,746,442,2196,9004.0,88.24,Good
Soybean,Ashanti,Minor,Jenguma,Flowering,Morning,Clay,5.83,3.6,71,80,Low,1344,23.1,69,6.9,51,74,35,NPK 15-15-15,Band Placement,19675,Flood,Maize,High,Low,25,11.01,960,2.0,10000.0,1106,458,2524,7476.0,90.84,Excellent
Pepper,Bono East,Minor,Bird Eye,Planting,Evening,Clay Loam,6.83,3.99,56,78,Moderate,1122,30.2,66,9.9,161,80,108,Ammonium Sulphate,Band Placement,31315,Flood,Groundnut,Medium,Low,24,12.79,2094,8.0,28000.0,693,426,3213,24787.0,91.86,Excellent
Maize,Ahafo,Minor,Obatanpa,Planting,Afternoon,Clay,6.02,2.53,97,39,Low,1315,24.7,63,7.4,155,43,61,Ammonium Sulphate,Side Dressing,18891,Drip,Groundnut,Low,Medium,24,7.06,1554,4.53,14496.0,560,509,2623,11873.0,86.18,Good
Pepper,Upper West,Minor,Cayenne,Planting,Morning,Sandy,6.25,1.52,94,75,High,943,32.5,69,6.6,91,72,100,NPK 15-15-15,Side Dressing,21884,Sprinkler,Maize,Low,High,9,9.43,1578,8.0,28000.0,425,482,2485,25515.0,90.74,Excellent
Cocoa,Western,Minor,Amelonado,Vegetative,Afternoon,Sandy,5.09,1.44,67,35,High,1622,28.9,76,9.4,89,70,99,NPK 23-10-10,Band Placement,31509,Sprinkler,Onion,Medium,High,26,0.94,1548,0.88,15840.0,948,522,3018,12822.0,78.54,Good
Maize,Northern,Minor,Omankwa,Vegetative,Afternoon,Clay,5.87,3.24,56,34,Low,916,26.6,87,6.0,84,38,50,NPK 15-15-15,Band Placement,30315,Sprinkler,Cassava,Medium,Low,14,2.78,1032,3.5,11200.0,537,542,2111,9089.0,86.88,Good
Onion,Northern,Major,Red Creole,Harvest,Evening,Clay Loam,7.07,3.33,93,28,Moderate,1029,31.3,91,8.6,102,67,82,Urea,Broadcast,26681,Sprinkler,Cassava,Low,Medium,15,0.81,1506,14.35,40180.0,959,194,2659,37521.0,95.58,Excellent
Yam,Savannah,Major,Pona,Fruiting,Afternoon,Clay Loam,6.81,4.46,83,59,Moderate,1054,32.6,73,7.4,96,71,127,Urea,Side Dressing,30222,None,Pepper,Medium,Medium,6,13.65,1764,10.21,22462.0,998,289,3051,19411.0,95.6,Excellent
Cassava,Volta,Minor,Bankye Hemaa,Planting,Evening,Clay,5.85,3.85,90,32,Low,1440,27.8,90,8.9,53,31,81,NPK 23-10-10,Broadcast,28588,Drip,Pepper,High,High,30,1.83,990,14.83,13347.0,976,156,2122,11225.0,91.18,Excellent
Yam,Upper West,Major,Pona,Harvest,Morning,Loam,6.6,3.33,73,49,Moderate,853,36.8,46,5.1,110,66,123,NPK 15-15-15,Band Placement,31766,Sprinkler,Rice,Medium,High,15,1.58,1794,10.0,22000.0,1053,363,3210,18790.0,96.34,Excellent
Soybean,Volta,Minor,Anidaso,Vegetative,Morning,Clay,5.82,2.02,67,67,Low,1572,27.5,48,9.8,67,88,41,Urea,Band Placement,20537,Drip,Plantain,Medium,Medium,8,0.76,1176,2.65,13250.0,909,210,2295,10955.0,85.96,Good
Rice,Greater Accra,Major,AGRA Rice,Vegetative,Evening,Clay,6.46,2.91,65,58,Low,717,28.8,65,9.7,116,75,37,Ammonium Sulphate,Broadcast,26713,Drip,Soybean,Low,High,6,5.68,1368,2.5,11250.0,519,181,2068,9182.0,89.28,Good
Onion,Ahafo,Major,Texas Grano,Planting,Evening,Clay Loam,6.99,3.79,61,49,Moderate,1228,28.7,71,5.5,126,46,78,NPK 15-15-15,Band Placement,21035,Flood,Soybean,Low,Low,26,11.67,1500,12.0,33600.0,890,195,2585,31015.0,91.88,Excellent
Groundnut,Western,Major,Nkate SARI,Planting,Evening,Clay,6.83,2.95,47,75,Low,1753,25.5,51,6.8,12,37,65,NPK 23-10-10,Band Placement,24001,None,Pepper,Low,Low,11,9.82,684,1.5,6300.0,493,404,1581,4719.0,89.9,Good
Yam,Western North,Major,Lariboko,Planting,Morning,Sandy Loam,6.17,3.84,98,41,Moderate,2096,27.6,94,8.6,106,59,144,Ammonium Sulphate,Band Placement,30247,Sprinkler,Onion,Medium,Low,17,12.7,1854,19.65,43230.0,970,374,3198,40032.0,86.38,Good
Maize,Bono,Major,Omankwa,Harvest,Morning,Clay Loam,6.78,4.9,78,43,Moderate,1111,28.8,48,7.0,149,78,33,Ammonium Sulphate,Broadcast,23398,Sprinkler,Maize,Medium,High,3,3.32,1560,3.53,11296.0,1023,545,3128,8168.0,89.56,Good
Soybean,Volta,Major,Anidaso,Fruiting,Afternoon,Sandy,5.99,1.51,56,22,High,1372,24.6,71,8.8,0,91,79,Urea,Band Placement,31545,Drip,Pepper,Medium,High,6,3.12,1020,2.0,10000.0,1039,380,2439,7561.0,86.56,Good
Groundnut,Volta,Minor,Nkate SARI,Flowering,Evening,Loam,6.6,2.74,49,68,Moderate,1271,28.0,90,9.8,27,69,35,Ammonium Sulphate,Broadcast,18715,Sprinkler,Groundnut,Medium,Medium,29,5.53,786,1.5,6300.0,814,531,2131,4169.0,94.96,Excellent
Yam,North East,Major,Pona,Harvest,Morning,Clay Loam,6.94,3.41,98,46,Moderate,999,37.9,89,8.3,81,52,119,NPK 23-10-10,Broadcast,23341,Drip,Cowpea,Medium,Medium,13,6.92,1512,10.0,22000.0,1144,551,3207,18793.0,94.64,Excellent
Cassava,Western,Major,Bankye Hemaa,Vegetative,Evening,Sandy Loam,6.8,3.48,66,59,Moderate,1745,22.6,52,6.9,59,44,63,NPK 23-10-10,Band Placement,31866,None,Yam,High,High,13,0.7,996,10.29,9261.0,489,337,1822,7439.0,90.48,Excellent
Groundnut,Eastern,Minor,Yenyawoso,Vegetative,Morning,Clay,6.37,2.92,75,62,Low,1454,29.5,72,9.1,11,49,70,NPK 23-10-10,Side Dressing,27429,Sprinkler,Cowpea,Low,High,1,3.32,780,1.91,8022.0,804,495,2079,5943.0,91.46,Excellent
Soybean,Eastern,Minor,Anidaso,Fruiting,Morning,Loam,7.15,4.64,54,66,Moderate,1510,29.7,56,8.1,0,84,42,Ammonium Sulphate,Broadcast,22516,Sprinkler,Plantain,High,Low,10,14.28,756,2.0,10000.0,636,160,1552,8448.0,88.28,Good
Rice,Western North,Major,Jasmine,Planting,Evening,Sandy Loam,5.81,2.02,60,52,Moderate,2133,24.3,47,9.2,105,51,28,Ammonium Sulphate,Broadcast,26999,Sprinkler,Soybean,High,High,13,6.32,1104,2.5,11250.0,545,319,1968,9282.0,86.92,Good
Groundnut,Upper East,Major,Nkate SARI,Harvest,Morning,Clay,6.39,3.01,80,34,Low,700,38.1,80,8.9,65,37,32,Urea,Side Dressing,27251,Flood,Soybean,Low,Low,9,14.52,804,1.5,6300.0,886,200,1890,4410.0,84.5,Good
Cocoa,Ahafo,Major,Amelonado,Flowering,Morning,Sandy Loam,6.91,3.2,94,48,Moderate,1479,22.0,62,8.3,84,57,107,NPK 23-10-10,Broadcast,19348,None,Pepper,High,Low,15,5.66,1488,1.25,22500.0,893,596,2977,19523.0,93.94,Excellent
Maize,Central,Minor,Abontem,Fruiting,Morning,Sandy Loam,6.56,2.47,56,32,Moderate,1593,24.4,74,5.4,155,35,35,NPK 23-10-10,Broadcast,20752,Sprinkler,Maize,Low,High,12,8.29,1350,3.5,11200.0,427,358,2135,9065.0,87.3,Good
Groundnut,Ashanti,Minor,Yenyawoso,Flowering,Afternoon,Sandy Loam,6.33,2.08,94,52,Moderate,1485,24.9,57,6.5,28,36,26,Ammonium Sulphate,Side Dressing,26501,Sprinkler,Cowpea,High,Medium,14,7.14,540,2.0,8400.0,400,310,1250,7150.0,89.86,Good
Rice,Bono East,Major,NERICA,Planting,Afternoon,Clay Loam,6.66,3.04,64,26,Moderate,1134,27.7,55,9.0,126,31,54,NPK 23-10-10,Band Placement,20468,None,Soybean,Low,Low,6,10.97,1266,2.5,11250.0,562,246,2074,9176.0,90.42,Excellent
Cocoa,Ahafo,Minor,Amelonado,Flowering,Evening,Sandy Loam,6.07,2.69,85,37,Moderate,1232,24.8,55,7.8,84,61,104,Urea,Broadcast,28785,Sprinkler,Plantain,Low,High,22,9.72,1494,1.16,20880.0,1064,393,2951,17929.0,92.52,Excellent
Onion,North East,Major,Red Creole,Flowering,Morning,Clay Loam,6.75,3.97,57,25,Moderate,1055,31.8,48,8.5,112,70,66,NPK 15-15-15,Broadcast,21379,Flood,Tomato,Medium,Low,21,7.7,1488,12.0,33600.0,714,563,2765,30835.0,93.12,Excellent
Rice,Central,Minor,AGRA Rice,Fruiting,Afternoon,Loam,6.34,4.83,46,66,Moderate,1452,24.6,76,8.9,130,48,42,NPK 23-10-10,Side Dressing,21278,None,Pepper,Low,Medium,16,14.36,1320,2.5,11250.0,1032,285,2637,8613.0,92.72,Excellent
Rice,Greater Accra,Minor,Jasmine,Planting,Evening,Clay Loam,7.41,3.93,55,35,Moderate,887,27.9,67,8.5,90,56,36,Urea,Band Placement,28943,None,Rice,High,Medium,11,3.39,1092,2.5,11250.0,1134,434,2660,8590.0,94.36,Excellent
Rice,Central,Major,Jasmine,Harvest,Morning,Loam,7.07,3.04,97,67,Moderate,1464,23.9,77,5.7,94,48,43,NPK 15-15-15,Band Placement,18424,Drip,Groundnut,Low,High,25,12.54,1110,3.83,17235.0,888,504,2502,14733.0,97.22,Excellent
Pepper,Oti,Major,Cayenne,Harvest,Evening,Sandy,5.29,2.46,59,22,High,1382,23.5,54,8.5,141,71,116,Ammonium Sulphate,Broadcast,19971,None,Cowpea,Low,Medium,17,11.82,1968,8.0,28000.0,523,535,3026,24974.0,84.72,Good
Cocoa,Western,Major,Amazon,Flowering,Evening,Sandy,5.49,1.52,52,63,High,1815,27.0,90,6.0,101,33,113,Urea,Broadcast,19078,None,Cowpea,Medium,High,6,0.6,1482,0.6,10800.0,564,504,2550,8250.0,74.12,Fair
Yam,Western North,Minor,Lariboko,Planting,Morning,Loam,6.98,4.83,73,42,Moderate,2009,24.7,62,9.1,117,67,106,NPK 23-10-10,Broadcast,31701,Flood,Onion,High,Low,15,2.91,1740,13.75,30250.0,758,313,2811,27439.0,84.88,Good
Soybean,Western,Major,Jenguma,Planting,Morning,Sandy Loam,6.36,3.92,61,85,Moderate,1785,26.2,69,7.1,48,66,77,NPK 15-15-15,Band Placement,20405,Sprinkler,Tomato,Low,High,1,10.04,1146,2.57,12850.0,932,519,2597,10253.0,92.82,Excellent
Rice,Northern,Minor,NERICA,Fruiting,Evening,Sandy,5.63,2.42,57,84,High,1176,28.9,47,9.3,131,43,56,Ammonium Sulphate,Side Dressing,30299,Flood,Pepper,Low,High,16,14.86,1380,2.5,11250.0,1191,559,3130,8120.0,91.8,Excellent
Tomato,Volta,Minor,Power Rano,Vegetative,Morning,Sandy,5.01,1.02,97,50,High,1420,25.3,61,5.1,153,77,117,NPK 23-10-10,Broadcast,25575,Sprinkler,Maize,Low,High,5,8.36,2082,23.48,58700.0,636,252,2970,55730.0,86.26,Good
Tomato,Ashanti,Minor,Power Rano,Harvest,Evening,Sandy,6.48,2.09,97,77,High,1310,24.8,56,5.2,147,105,116,Ammonium Sulphate,Broadcast,30228,Sprinkler,Tomato,Medium,Medium,27,14.91,2208,22.49,56225.0,842,410,3460,52765.0,93.24,Excellent
Rice,Greater Accra,Minor,NERICA,Fruiting,Morning,Sandy Loam,6.76,3.33,72,21,Moderate,705,25.2,60,5.5,122,57,67,Urea,Broadcast,28751,None,Tomato,Low,Low,29,11.24,1476,2.5,11250.0,820,177,2473,8777.0,91.44,Excellent
Cassava,North East,Major,Bankye Hemaa,Vegetative,Morning,Sandy Loam,6.49,2.76,51,22,Moderate,1045,30.6,83,6.8,122,45,56,NPK 15-15-15,Broadcast,21380,None,Plantain,Low,Medium,7,4.52,1338,10.0,9000.0,1045,526,2909,6091.0,88.82,Good
Cassava,Western North,Minor,Afisiafi,Flowering,Afternoon,Loam,6.4,2.86,55,22,Moderate,1865,29.0,83,9.0,60,28,99,Urea,Broadcast,30927,Drip,Pepper,Medium,Medium,15,2.91,1122,10.44,9396.0,645,513,2280,7116.0,80.54,Good
Onion,Bono,Minor,Red Creole,Planting,Evening,Loam,6.0,2.52,90,63,Moderate,1362,25.7,65,7.7,123,56,78,NPK 23-10-10,Band Placement,26101,None,Soybean,Low,Medium,11,12.95,1542,19.17,53676.0,843,420,2805,50871.0,94.62,Excellent
Groundnut,Bono East,Major,Nkate SARI,Flowering,Afternoon,Clay Loam,6.07,3.06,97,61,Moderate,1182,26.3,52,8.0,4,37,53,NPK 15-15-15,Band Placement,30178,Flood,Yam,High,Low,28,5.59,564,1.65,6930.0,640,464,1668,5262.0,90.62,Excellent
Onion,Greater Accra,Major,Texas Grano,Harvest,Afternoon,Clay Loam,6.04,4.89,53,52,Moderate,742,31.4,75,7.9,82,76,104,Urea,Band Placement,26557,Sprinkler,Cassava,Medium,Medium,21,4.58,1572,12.0,33600.0,1151,374,3097,30503.0,88.92,Good
Yam,Ashanti,Major,Lariboko,Vegetative,Afternoon,Clay Loam,7.0,3.9,45,30,Moderate,1355,26.7,88,9.8,73,59,104,NPK 15-15-15,Side Dressing,25291,None,Groundnut,High,Medium,3,2.43,1416,10.0,22000.0,741,405,2562,19438.0,92.04,Excellent
Cocoa,Western North,Minor,Amazon,Harvest,Afternoon,Sandy Loam,6.47,3.87,81,44,Moderate,2099,28.2,91,5.2,116,22,141,Ammonium Sulphate,Side Dressing,23164,Drip,Pepper,Medium,Low,4,4.89,1674,1.16,20880.0,543,364,2581,18299.0,78.48,Good
Soybean,Western,Minor,Jenguma,Flowering,Morning,Clay Loam,7.22,3.51,82,28,Moderate,2123,23.2,54,6.1,17,65,35,NPK 23-10-10,Broadcast,31168,Sprinkler,Plantain,Low,High,23,10.13,702,2.04,10200.0,693,280,1675,8525.0,84.06,Good
Cowpea,Central,Major,Songotra,Flowering,Evening,Sandy,5.82,1.54,83,82,High,1500,27.2,91,5.0,17,38,59,NPK 23-10-10,Broadcast,27441,Drip,Tomato,High,High,6,3.74,684,1.75,8400.0,434,263,1381,7019.0,93.2,Excellent
Cassava,North East,Minor,Afisiafi,Vegetative,Evening,Sandy,5.37,1.07,100,78,High,1092,36.2,53,6.9,118,16,105,NPK 15-15-15,Band Placement,22503,Flood,Onion,Low,Medium,19,8.71,1434,10.0,9000.0,751,281,2466,6534.0,73.18,Fair
Soybean,Oti,Major,Jenguma,Flowering,Morning,Clay Loam,7.17,5.17,49,69,Moderate,1558,26.7,46,8.4,52,61,76,Urea,Band Placement,18799,Flood,Cassava,High,Low,4,1.37,1134,2.0,10000.0,1100,444,2678,7322.0,91.18,Excellent
Onion,Upper East,Major,Texas Grano,Fruiting,Afternoon,Clay Loam,6.63,3.4,98,30,Moderate,726,35.1,63,6.9,134,49,73,NPK 23-10-10,Band Placement,25654,None,Maize,Low,Medium,10,4.45,1536,12.0,33600.0,1024,251,2811,30789.0,90.2,Excellent
Onion,Oti,Major,Texas Grano,Vegetative,Morning,Loam,6.26,4.54,97,22,Moderate,1431,27.0,64,8.2,78,52,115,Ammonium Sulphate,Band Placement,23385,None,Cocoa,Medium,Medium,4,11.54,1470,21.93,61404.0,634,316,2420,58984.0,87.98,Good
Rice,Upper West,Major,Jasmine,Harvest,Evening,Loam,7.08,3.92,90,20,Moderate,1037,27.1,52,6.3,113,74,35,Ammonium Sulphate,Band Placement,31423,None,Plantain,Medium,Low,25,6.62,1332,2.98,13410.0,751,343,2426,10984.0,89.68,Good
Cocoa,Oti,Minor,Amelonado,Vegetative,Evening,Clay Loam,6.18,3.28,100,58,Moderate,1590,31.0,53,6.9,84,63,122,NPK 23-10-10,Broadcast,28350,None,Plantain,High,High,15,1.45,1614,1.58,28440.0,791,314,2719,25721.0,94.6,Excellent
Cocoa,Upper East,Minor,Amelonado,Vegetative,Afternoon,Sandy,5.84,1.32,97,43,High,713,30.2,85,5.0,66,51,126,NPK 15-15-15,Side Dressing,18931,Sprinkler,Rice,High,Low,28,13.91,1458,0.61,10980.0,443,347,2248,8732.0,93.28,Excellent
Tomato,Ahafo,Minor,Power Rano,Harvest,Afternoon,Sandy,5.43,1.07,63,29,High,1241,27.4,55,8.8,147,92,107,NPK 15-15-15,Side Dressing,26087,Drip,Maize,Medium,Medium,26,1.48,2076,15.0,37500.0,911,348,3335,34165.0,82.48,Good
Tomato,Upper East,Minor,Pectomech,Planting,Evening,Clay,5.5,3.27,71,52,Low,831,36.6,55,5.8,117,97,103,Urea,Side Dressing,21395,Flood,Maize,Medium,High,22,13.69,1902,15.0,37500.0,980,398,3280,34220.0,87.26,Good
Cassava,North East,Minor,Bankye Hemaa,Flowering,Morning,Clay,6.92,2.33,100,46,Low,1061,29.8,77,5.1,51,24,94,Urea,Broadcast,20815,Sprinkler,Onion,Low,High,2,12.52,1014,11.06,9954.0,815,540,2369,7585.0,86.94,Good
Cocoa,Ahafo,Minor,Amazon,Harvest,Morning,Clay Loam,6.78,4.58,84,75,Moderate,1217,24.4,83,5.3,117,52,144,NPK 23-10-10,Band Placement,21834,Flood,Maize,Medium,High,20,1.58,1878,1.26,22680.0,618,542,3038,19642.0,89.28,Good
Cassava,Greater Accra,Minor,Afisiafi,Planting,Afternoon,Loam,6.65,4.65,54,20,Moderate,744,33.4,66,9.8,108,60,75,NPK 23-10-10,Side Dressing,28238,Drip,Pepper,Low,High,4,8.84,1458,10.0,9000.0,902,474,2834,6166.0,91.46,Excellent
Yam,Volta,Minor,Pona,Vegetative,Afternoon,Clay,6.01,3.94,100,30,Low,1262,24.6,81,5.4,128,43,115,Urea,Band Placement,28463,None,Maize,Medium,Low,26,10.79,1716,13.75,30250.0,405,284,2405,27845.0,90.32,Excellent
Plantain,Ahafo,Major,Apantu,Flowering,Morning,Loam,6.8,3.4,83,79,Moderate,1457,23.6,80,8.2,205,109,256,Ammonium Sulphate,Band Placement,23492,Sprinkler,Plantain,High,High,21,9.88,3420,15.87,20631.0,1083,176,4679,15952.0,93.84,Excellent
